"@odata.etag","nycsr_admininterventiontype@OData.Community.Display.V1.FormattedValue","nycsr_admininterventiontype","nycsr_caseid","nycsr_interventionenddate@OData.Community.Display.V1.FormattedValue","nycsr_interventionenddate","nycsr_casenumber","nycsr_interventionstartdate@OData.Community.Display.V1.FormattedValue","nycsr_interventionstartdate","nycsr_building.nycsr_address","nycsr_building.nycsr_latitude@OData.Community.Display.V1.FormattedValue","nycsr_building.nycsr_latitude","nycsr_building.nycsr_buildingid","nycsr_building.nycsr_borough@OData.Community.Display.V1.FormattedValue","nycsr_building.nycsr_borough","nycsr_building.nycsr_longitude@OData.Community.Display.V1.FormattedValue","nycsr_building.nycsr_longitude","nycsr_building.nycsr_geographicaldistrictcode","nycsr_building.nycsr_buildingname","nycsr_locationsite.nycsr_sitename"
"W/""302422766""","Classroom Closed",882450000,"bd8c823d-e5fd-eb11-94ef-001dd830942c","8/22/2021","2021-08-22T04:00:00Z","048204","8/16/2021","2021-08-16T04:00:00Z","32-02 JUNCTION BOULEVARD","40,757,567.000000",40757567,"27b7c337-32f4-ea11-b882-24ee9a37d45c","Queens",882450003,"-73,874,614.000000",-73874614,"30","I.S. 227 - QUEENS","Summer - ES MS SUMMER RISING - Elementary, Middle School - I.S. 227 Louis Armstrong - Q227 - Q227 - 30Q227 - 32-02 JUNCTION BOULEVARD"
"W/""302066238""","Classroom Closed",882450000,"7e05d107-eafd-eb11-94ef-001dd830942c","8/23/2021","2021-08-23T04:00:00Z","048206","8/16/2021","2021-08-16T04:00:00Z","64 AVENUE X","40,588,070.000000",40588070,"392f7d06-31f4-ea11-b882-24ee9a37d45c","Brooklyn",882450002,"-73,981,925.000000",-73981925,"21","P.S. 721 OTC - BROOKLYN","Summer - CHAPTER 683 - High School - P.S. K721 - Brooklyn Occupational Training Center - K721 - K722 - 75K721 - 64 AVENUE X"
"W/""302827850""","Classroom Closed",882450000,"32bb0982-85fe-eb11-94ef-001dd830942c","8/22/2021","2021-08-22T04:00:00Z","048211","8/17/2021","2021-08-17T04:00:00Z","650 BAYCHESTER AVENUE","40,874,035.000000",40874035,"6801ce37-33f4-ea11-b882-24ee9a37d45c","Bronx",882450001,"-73,831,669.000000",-73831669,"11","P.S. 153 - BRONX","Summer - ES SUMMER RISING - Elementary - P.S. 153 Helen Keller - X153 - X153 - 11X153 - 650 BAYCHESTER AVENUE"
"W/""302827878""","Classroom Closed",882450000,"3f8b3f37-90fe-eb11-94ef-001dd830942c","8/23/2021","2021-08-23T04:00:00Z","048218","8/17/2021","2021-08-17T04:00:00Z","4011 FILLMORE AVENUE","40,613,981.000000",40613981,"17ba8b86-30f4-ea11-b882-24ee9a37d45c","Brooklyn",882450002,"-73,930,485.000000",-73930485,"22","P.S. 207 - BROOKLYN","Summer - ES MS SUMMER RISING - Elementary, Middle School - P.S. 207 Elizabeth G. Leary - K207 - K207 - 22K207 - 4011 FILLMORE AVENUE"
"W/""302894476""","Classroom Closed",882450000,"f849ca33-a0fe-eb11-94ef-001dd830942c","8/23/2021","2021-08-23T04:00:00Z","048229","8/17/2021","2021-08-17T04:00:00Z","294 AVENUE T","40,598,897.000000",40598897,"b9120b25-31f4-ea11-b882-24ee9a37d45c","Brooklyn",882450002,"-73,974,263.000000",-73974263,"21","SAINT SIMON & JUDE \CATHERINE LABOURE SP.ED","Coney Island Preparatory Public Charter School - K744 - KAEG - 84K744 - 294 AVENUE T"
"W/""302857662""","Classroom Closed",882450000,"b52c7f09-c2fe-eb11-94ef-001dd830942c","8/23/2021","2021-08-23T04:00:00Z","048245","8/17/2021","2021-08-17T04:00:00Z","330 BUSHWICK AVENUE","40,705,163.000000",40705163,"f3e454d6-48fb-ea11-b883-24ee9a37d459",,,"-73,939,688.000000",-73939688,"14","330 BUSHWICK AVENUE","LUZ CRUZ - APT2H - KCZE - KCZE -  - 330 BUSHWICK AVENUE"
"W/""303280426""","Classroom Closed",882450000,"53a2ec52-89ff-eb11-94ef-001dd830942c","8/23/2021","2021-08-23T04:00:00Z","048285","8/18/2021","2021-08-18T04:00:00Z","119-39 145 Street","40,677,599.000000",40677599,"0f9741c1-ec43-eb11-b88a-24ee9a37d45c",,,"-73,795,417.000000",-73795417,"27","Children Are Gifts","Children Are Gifts - QBZH - QBZH -  - 119-39 145 Street"
"W/""303169348""","Classroom Closed",882450000,"2b3f0d28-8bff-eb11-94ef-001dd830942c","8/26/2021","2021-08-26T04:00:00Z","048286","8/18/2021","2021-08-18T04:00:00Z","2021 BERGEN STREET","40,674,456.000000",40674456,"32eabc42-30f4-ea11-b882-24ee9a37d45c","Brooklyn",882450002,"-73,912,685.000000",-73912685,"23","I.S. 55 - BROOKLYN","Achievement First Brownsville Charter School - K626 - K055 - 84K626 - 2021 BERGEN STREET"
"W/""303436432""","Classroom Closed",882450000,"9a123fe2-1600-ec11-94ef-001dd830942c","8/27/2021","2021-08-27T04:00:00Z","048290","8/19/2021","2021-08-19T04:00:00Z","180 CHAUNCEY STREET","40,680,350.000000",40680350,"dc968d36-30f4-ea11-b882-24ee9a37d45c","Brooklyn",882450002,"-73,926,673.000000",-73926673,"16","P.S. 21 - BROOKLYN","Summer - ES SUMMER RISING - Elementary - P.S. 021 Crispus Attucks - K021 - K021 - 16K021 - 180 CHAUNCEY STREET"
"W/""303524992""","Classroom Closed",882450000,"ab3e6834-1a00-ec11-94ef-001dd830942c","8/27/2021","2021-08-27T04:00:00Z","048293","8/19/2021","2021-08-19T04:00:00Z","1425 WALTON AVENUE","40,840,400.000000",40840400,"d4d10307-33f4-ea11-b882-24ee9a37d45c","Bronx",882450001,"-73,915,879.000000",-73915879,"9","P.S. 64 - BRONX","Summer - ES SUMMER RISING - Elementary - The Walton Avenue School - X294 - X064 - 09X294 - 1425 WALTON AVENUE"
"W/""303772536""","Classroom Closed",882450000,"5d236811-2a00-ec11-94ef-001dd830942c","8/27/2021","2021-08-27T04:00:00Z","048298","8/21/2021","2021-08-21T04:00:00Z","510 EAST 141 STREET","40,809,023.000000",40809023,"0118b7f4-32f4-ea11-b882-24ee9a37d45c","Bronx",882450001,"-73,917,417.000000",-73917417,"7","P.S. 30 - BRONX","American Dream Charter School - X471 - X030 - 84X471 - 510 EAST 141 STREET"
"W/""303436480""","Classroom Closed",882450000,"9932a812-3900-ec11-94ef-001dd830942c","8/28/2021","2021-08-28T04:00:00Z","048304","8/19/2021","2021-08-19T04:00:00Z","309 47 STREET","40,648,959.000000",40648959,"dcc1392a-30f4-ea11-b882-24ee9a37d45c","Brooklyn",882450002,"-74,011,420.000000",-74011420,"15","P.S. 1 - BROOKLYN","Summer - ES SUMMER RISING - Elementary - P.S. 001 The Bergen - K001 - K001 - 15K001 - 309 47 STREET"
"W/""303436500""","Classroom Closed",882450000,"8bc89e44-3f00-ec11-94ef-001dd830942c","8/27/2021","2021-08-27T04:00:00Z","048309","8/19/2021","2021-08-19T04:00:00Z","232 POWELL STREET","40,668,701.000000",40668701,"4b275a30-4afb-ea11-b883-24ee9a37d459",,,"-73,904,185.000000",-73904185,"23","BROOKLYN KINDERGARTEN SOCIETY/ACD","Brooklyn Kindergarten Society/Acd - KBAZ - KBAZ -  - 232 POWELL STREET"
"W/""303436512""","Classroom Closed",882450000,"75e6a988-5400-ec11-94ef-001dd830942c","8/26/2021","2021-08-26T04:00:00Z","048314","8/19/2021","2021-08-19T04:00:00Z","139 MENAHAN STREET","40,695,975.000000",40695975,"48416e00-31f4-ea11-b882-24ee9a37d45c","Brooklyn",882450002,"-73,919,653.000000",-73919653,"32","P.S. 677 - BROOKLYN","Success Academy Charter School - Bushwick - K882 - K677 - 84K882 - 139 MENAHAN STREET"
"W/""303436516""","Classroom Closed",882450000,"a1eba13a-5500-ec11-94ef-001dd830942c","8/26/2021","2021-08-26T04:00:00Z","048315","8/19/2021","2021-08-19T04:00:00Z","15 MOUNT MORRIS PARK WEST","40,804,830.000000",40804830,"a5d95d3c-4afb-ea11-b883-24ee9a37d459",,,"-73,945,475.000000",-73945475,"3","Community Life Center","Community Life Center - MBBG - MBBG -  - 15 MOUNT MORRIS PARK WEST"
"W/""303722606""","Classroom Closed",882450000,"2bb9bcd2-5500-ec11-94ef-001dd830942c","8/27/2021","2021-08-27T04:00:00Z","048316","8/20/2021","2021-08-20T04:00:00Z","1420 EAST  68 STREET","40,620,537.000000",40620537,"8b03194f-30f4-ea11-b882-24ee9a37d45c","Brooklyn",882450002,"-73,912,914.000000",-73912914,"22","I.S. 78 - BROOKLYN","Success Academy Charter School - Bergen Beach - New York 4 - K781 - K078 - 84K781 - 1420 EAST  68 STREET"
"W/""303722610""","Classroom Closed",882450000,"774da486-e500-ec11-94ef-001dd830942c","8/28/2021","2021-08-28T04:00:00Z","048318","8/20/2021","2021-08-20T04:00:00Z","758 COURTLANDT AVENUE","40,821,544.000000",40821544,"0718b7f4-32f4-ea11-b882-24ee9a37d45c","Bronx",882450001,"-73,916,419.000000",-73916419,"7","P.S. 29 - BRONX","Summer - ES MS SUMMER RISING - Elementary, Middle School - P.S./M.S. 029 Melrose School - X029 - X029 - 07X029 - 758 COURTLANDT AVENUE"
"W/""303777835""","Classroom Closed",882450000,"1db28067-ee00-ec11-94ef-001dd830942c","8/27/2021","2021-08-27T04:00:00Z","048323","8/20/2021","2021-08-20T04:00:00Z","3047 BRUCKNER BOULEVARD","40,835,318.000000",40835318,"2a9ebaee-32f4-ea11-b882-24ee9a37d45c","Bronx",882450001,"-73,826,277.000000",-73826277,"8","P.S. 14 - BRONX","Summer - ES SUMMER RISING - Elementary - P.S. X014 Senator John Calandra - X014 - X014 - 08X014 - 3047 BRUCKNER BOULEVARD"
"W/""303722650""","Classroom Closed",882450000,"833559d7-f900-ec11-94ef-001dd830942c","8/26/2021","2021-08-26T04:00:00Z","048330","8/20/2021","2021-08-20T04:00:00Z","221 Broadway","40,636,521.000000",40636521,"5efdc1bd-32f4-ea11-b882-24ee9a37d45c","Staten Island",882450004,"-74,116,817.000000",-74116817,"31","P.S. 18 - STATEN ISLAND","Summer - ES SUMMER RISING - Elementary - P.S. 018 John G. Whittier - R018 - R018 - 31R018 - 221 Broadway"
"W/""303722678""","Classroom Closed",882450000,"fe5a503c-fe00-ec11-94ef-001dd830942c","8/29/2021","2021-08-29T04:00:00Z","048337","8/20/2021","2021-08-20T04:00:00Z","2987 FREDERICK DOUGLASS BOULEVARD","40,830,400.000000",40830400,"ccc88e4f-31f4-ea11-b882-24ee9a37d45c","Manhattan",882450000,"-73,936,300.000000",-73936300,"5","P.S. 46 - MANHATTAN","Summer - ES MS SUMMER RISING - Elementary, Middle School - P.S. 046 Arthur Tappan - M046 - M046 - 05M046 - 2987 FREDERICK DOUGLASS BOULEVARD"
"W/""303763628""","Classroom Closed",882450000,"d0521e24-0001-ec11-94ef-001dd830942c","8/29/2021","2021-08-29T04:00:00Z","048339","8/20/2021","2021-08-20T04:00:00Z","2987 FREDERICK DOUGLASS BOULEVARD","40,830,400.000000",40830400,"ccc88e4f-31f4-ea11-b882-24ee9a37d45c","Manhattan",882450000,"-73,936,300.000000",-73936300,"5","P.S. 46 - MANHATTAN","Summer - ES MS SUMMER RISING - Elementary, Middle School - P.S. 046 Arthur Tappan - M046 - M046 - 05M046 - 2987 FREDERICK DOUGLASS BOULEVARD"
"W/""303796814""","Classroom Closed",882450000,"36a26d02-a801-ec11-94ef-001dd830942c","8/29/2021","2021-08-29T04:00:00Z","048359","8/21/2021","2021-08-21T04:00:00Z","211 72 STREET","40,634,318.000000",40634318,"da0d3c5b-30f4-ea11-b882-24ee9a37d45c","Brooklyn",882450002,"-74,028,758.000000",-74028758,"20","P.S. 102 - BROOKLYN","Summer - ES SUMMER RISING - Elementary - P.S. 102 The Bayview - K102 - K102 - 20K102 - 211 72 STREET"
"W/""302827906""","Classroom Closed",882450000,"3c84fa6a-9dfe-eb11-94ef-001dd8309519","8/21/2021","2021-08-21T04:00:00Z","048226","8/17/2021","2021-08-17T04:00:00Z","410 EAST 100 STREET","40,785,107.000000",40785107,"3de61462-31f4-ea11-b882-24ee9a37d45c","Manhattan",882450000,"-73,942,154.000000",-73942154,"4","I.S. 99 - MANHATTAN","Success Academy Charter School - Harlem 3 - M385 - M099 - 84M385 - 410 EAST 100 STREET"
"W/""302827910""","Classroom Closed",882450000,"7998a2af-9efe-eb11-94ef-001dd8309519","8/23/2021","2021-08-23T04:00:00Z","048227","8/17/2021","2021-08-17T04:00:00Z","211 THROOP AVENUE","40,697,619.000000",40697619,"b579df48-30f4-ea11-b882-24ee9a37d45c","Brooklyn",882450002,"-73,943,279.000000",-73943279,"14","P.S. 59 - BROOKLYN","Success Academy Charter School - Bed-Stuy 2 - K125 - K059 - 84K125 - 211 THROOP AVENUE"
"W/""302827914""","Classroom Closed",882450000,"2941f3c7-9ffe-eb11-94ef-001dd8309519","8/23/2021","2021-08-23T04:00:00Z","048228","8/17/2021","2021-08-17T04:00:00Z","70 Tompkins Avenue","40,696,698.000000",40696698,"eb1aad3c-30f4-ea11-b882-24ee9a37d45c","Brooklyn",882450002,"-73,947,557.000000",-73947557,"14","I.S. 33 - BROOKLYN","Success Academy Charter School - Bed-Stuy 1 - K367 - K033 - 84K367 - 70 Tompkins Avenue"
"W/""303125997""","Classroom Closed",882450000,"72ab7e8d-52ff-eb11-94ef-001dd8309519","8/23/2021","2021-08-23T04:00:00Z","048255","8/18/2021","2021-08-18T04:00:00Z","850 BAYCHESTER AVENUE","40,874,035.000000",40874035,"e38a0044-33f4-ea11-b882-24ee9a37d45c","Bronx",882450001,"-73,831,669.000000",-73831669,"11","P.S. 178 - BRONX","Summer - CHAPTER 683 - Elementary - P.S. X596 - X596 - X178 - 75X596 - 850 BAYCHESTER AVENUE"
"W/""303170704""","Classroom Closed",882450000,"de4a01ee-57ff-eb11-94ef-001dd8309519","8/26/2021","2021-08-26T04:00:00Z","048257","8/18/2021","2021-08-18T04:00:00Z","750 CLASSON AVENUE","40,674,685.000000",40674685,"94e657bd-30f4-ea11-b882-24ee9a37d45c","Brooklyn",882450002,"-73,961,418.000000",-73961418,"17","P.S. 316 - BROOKLYN","Summer - ES SUMMER RISING - Elementary - P.S. 316 Elijah Stroud - K316 - K316 - 17K316 - 750 CLASSON AVENUE"
"W/""303522072""","Classroom Closed",882450000,"785d3160-63ff-eb11-94ef-001dd8309519","8/26/2021","2021-08-26T04:00:00Z","048262","8/18/2021","2021-08-18T04:00:00Z","677 EAST 141 STREET","40,807,916.000000",40807916,"d9d10307-33f4-ea11-b882-24ee9a37d45c","Bronx",882450001,"-73,912,557.000000",-73912557,"7","P.S. 65 - BRONX","Summer - ES SUMMER RISING - Elementary - P.S. 065 Mother Hale Academy - X065 - X065 - 07X065 - 677 EAST 141 STREET"
"W/""303126021""","Classroom Closed",882450000,"200d6479-64ff-eb11-94ef-001dd8309519","8/26/2021","2021-08-26T04:00:00Z","048263","8/18/2021","2021-08-18T04:00:00Z","213 OSBORN STREET","40,666,942.000000",40666942,"fd201dab-30f4-ea11-b882-24ee9a37d45c","Brooklyn",882450002,"-73,907,634.000000",-73907634,"23","P.S. 284 - BROOKLYN","Summer - ES MS SUMMER RISING - Elementary, Middle School - The Gregory Jocko Jackson School of Sports, Art, and Technology - K284 - K284 - 23K284 - 213 OSBORN STREET"
"W/""303176223""","Classroom Closed",882450000,"fd38dad8-66ff-eb11-94ef-001dd8309519","8/26/2021","2021-08-26T04:00:00Z","048264","8/18/2021","2021-08-18T04:00:00Z","218-01 116 Avenue","40,698,028.000000",40698028,"e6883319-32f4-ea11-b882-24ee9a37d45c","Queens",882450003,"-73,740,140.000000",-73740140,"29","P.S. 147 - QUEENS","Summer - CHAPTER 683 - Elementary - P.S. Q811 - Q811 - Q147 - 75Q811 - 218-01 116 Avenue"
"W/""303519024""","Classroom Closed",882450000,"695f6265-6bff-eb11-94ef-001dd8309519","8/27/2021","2021-08-27T04:00:00Z","048270","8/18/2021","2021-08-18T04:00:00Z","565 Morris Avenue","40,818,097.000000",40818097,"2bbc749d-4afb-ea11-b883-24ee9a37d459",,,"-73,923,722.000000",-73923722,"7","HARRIET TUBMAN SHELTERING ARM","HARRIET TUBMAN SHELTERING ARM - XBBK - XBBK -  - 565 Morris Avenue"
"W/""303126049""","Classroom Closed",882450000,"9aec5271-6bff-eb11-94ef-001dd8309519","8/27/2021","2021-08-27T04:00:00Z","048271","8/18/2021","2021-08-18T04:00:00Z","3829 AVENUE K","40,626,038.000000",40626038,"b4315367-30f4-ea11-b882-24ee9a37d45c","Brooklyn",882450002,"-73,938,733.000000",-73938733,"22","P.S. 119 - BROOKLYN","Summer - ES SUMMER RISING - Elementary - P.S. 119 Amersfort - K119 - K119 - 22K119 - 3829 AVENUE K"
"W/""303172086""","Classroom Closed",882450000,"957c07e0-70ff-eb11-94ef-001dd8309519","8/21/2021","2021-08-21T04:00:00Z","048276","8/18/2021","2021-08-18T04:00:00Z","300 WILLOUGHBY AVENUE","40,692,015.000000",40692015,"33e85c61-30f4-ea11-b882-24ee9a37d45c","Brooklyn",882450002,"-73,958,180.000000",-73958180,"13","I.S. 117 - BROOKLYN","Summer - HS Summer School - High School - Brooklyn Community Arts & Media High School (BCAM) - K412 - K117 - 13K412 - 300 WILLOUGHBY AVENUE"
"W/""303126085""","Classroom Closed",882450000,"1b5c5beb-7bff-eb11-94ef-001dd8309519","8/23/2021","2021-08-23T04:00:00Z","048282","8/18/2021","2021-08-18T04:00:00Z","976 PRESIDENT STREET","40,668,913.000000",40668913,"73a5db98-30f4-ea11-b882-24ee9a37d45c","Brooklyn",882450002,"-73,960,924.000000",-73960924,"17","P.S. 241 - BROOKLYN","Summer - ES SUMMER RISING - Elementary - P.S. 241 Emma L. Johnston - K241 - K241 - 17K241 - 976 PRESIDENT STREET"
"W/""303436424""","Classroom Closed",882450000,"8dc29187-83ff-eb11-94ef-001dd8309519","8/23/2021","2021-08-23T04:00:00Z","048283","8/19/2021","2021-08-19T04:00:00Z","562 WEST 190 STREET","40,854,347.000000",40854347,"ffa0b0f4-48fb-ea11-b883-24ee9a37d459",,,"-73,928,947.000000",-73928947,"6","562 WEST 190 STREET","AWILDA RODRIGUEZ - APT2D - MBSF - MBSF -  - 562 WEST 190 STREET"
"W/""303184280""","Classroom Closed",882450000,"3f68a2c4-88ff-eb11-94ef-001dd8309519","8/26/2021","2021-08-26T04:00:00Z","048284","8/18/2021","2021-08-18T04:00:00Z","211 72 STREET","40,634,318.000000",40634318,"da0d3c5b-30f4-ea11-b882-24ee9a37d45c","Brooklyn",882450002,"-74,028,758.000000",-74028758,"20","P.S. 102 - BROOKLYN","Summer - ES SUMMER RISING - Elementary - P.S. 102 The Bayview - K102 - K102 - 20K102 - 211 72 STREET"
"W/""303436456""","Classroom Closed",882450000,"a9b11e1c-2000-ec11-94ef-001dd8309519","8/27/2021","2021-08-27T04:00:00Z","048296","8/19/2021","2021-08-19T04:00:00Z","70 Ocean Parkway","40,648,924.000000",40648924,"cc315367-30f4-ea11-b882-24ee9a37d45c","Brooklyn",882450002,"-73,976,053.000000",-73976053,"15","P.S. 130 - BROOKLYN","Summer - ES SUMMER RISING - Elementary - P.S. 130 The Parkside - K130 - K130 - 15K130 - 70 Ocean Parkway"
"W/""303436464""","Classroom Closed",882450000,"01faa252-3000-ec11-94ef-001dd8309519","8/23/2021","2021-08-23T04:00:00Z","048299","8/19/2021","2021-08-19T04:00:00Z","760 PROSPECT PLACE","40,673,943.000000",40673943,"e4315367-30f4-ea11-b882-24ee9a37d45c","Brooklyn",882450002,"-73,951,559.000000",-73951559,"17","P.S. 138 - BROOKLYN","Success Academy Charter School - Prospect Heights - K756 - K138 - 84K756 - 760 PROSPECT PLACE"
"W/""303464419""","Classroom Closed",882450000,"5354c120-3700-ec11-94ef-001dd8309519","8/28/2021","2021-08-28T04:00:00Z","048301","8/19/2021","2021-08-19T04:00:00Z","920 EAST 167 STREET","40,824,710.000000",40824710,"c4bfa431-33f4-ea11-b882-24ee9a37d45c","Bronx",882450001,"-73,894,349.000000",-73894349,"12","P.S. 150 - BRONX","Summer - ES SUMMER RISING - Elementary - P.S. 150 Charles James Fox - X150 - X150 - 12X150 - 920 EAST 167 STREET"
"W/""303436488""","Classroom Closed",882450000,"9137da97-3e00-ec11-94ef-001dd8309519","8/28/2021","2021-08-28T04:00:00Z","048306","8/19/2021","2021-08-19T04:00:00Z","730 BRYANT AVENUE","40,815,827.000000",40815827,"f9d10307-33f4-ea11-b882-24ee9a37d45c","Bronx",882450001,"-73,885,284.000000",-73885284,"8","I.S. 201 - BRONX","Hyde Leadership Charter School - X345 - X074 - 84X345 - 730 BRYANT AVENUE"
"W/""303722642""","Classroom Closed",882450000,"9722c909-f700-ec11-94ef-001dd8309519","8/28/2021","2021-08-28T04:00:00Z","048328","8/20/2021","2021-08-20T04:00:00Z","1919 PROSPECT AVENUE","40,843,705.000000",40843705,"afab074a-33f4-ea11-b882-24ee9a37d45c","Bronx",882450001,"-73,890,145.000000",-73890145,"12","P.S. 211 - BRONX","Children's Aid College Prep Charter School - X124 - X193 - 84X124 - 1919 PROSPECT AVENUE"
"W/""303763839""","Classroom Closed",882450000,"bef35da6-f800-ec11-94ef-001dd8309519","8/28/2021","2021-08-28T04:00:00Z","048329","8/20/2021","2021-08-20T04:00:00Z","131-10 97 Avenue","40,693,610.000000",40693610,"7b8946f4-31f4-ea11-b882-24ee9a37d45c","Queens",882450003,"-73,816,156.000000",-73816156,"28","P.S. 55 - QUEENS","Summer - ES MS SUMMER RISING - Elementary, Middle School - P.S. 055 Maure - Q055 - Q055 - 28Q055 - 131-10 97 Avenue"
"W/""303722690""","Classroom Closed",882450000,"08d7e5aa-0001-ec11-94ef-001dd8309519","8/28/2021","2021-08-28T04:00:00Z","048340","8/20/2021","2021-08-20T04:00:00Z","40 IRVING PLACE","40,735,361.000000",40735361,"16a6ba98-31f4-ea11-b882-24ee9a37d45c","Manhattan",882450000,"-73,987,064.000000",-73987064,"2","WASHINGTON IRVING HS - MANHATTAN","Success Academy Charter School - Union Square - M174 - M460 - 84M174 - 40 IRVING PLACE"
"W/""303722702""","Classroom Closed",882450000,"788476f3-0101-ec11-94ef-001dd8309519","8/23/2021","2021-08-23T04:00:00Z","048343","8/20/2021","2021-08-20T04:00:00Z","215 WEST 114 STREET","40,802,610.000000",40802610,"8841e65b-31f4-ea11-b882-24ee9a37d45c","Manhattan",882450000,"-73,954,152.000000",-73954152,"3","I.S. 88 - MANHATTAN","Success Academy Charter School - Harlem 1 - M351 - M088 - 84M351 - 215 WEST 114 STREET"
"W/""303722714""","Classroom Closed",882450000,"7c5bf829-0301-ec11-94ef-001dd8309519","8/28/2021","2021-08-28T04:00:00Z","048346","8/20/2021","2021-08-20T04:00:00Z","132-55 RIDGEDALE STREET","40,681,881.000000",40681881,"878946f4-31f4-ea11-b882-24ee9a37d45c","Queens",882450003,"-73,752,772.000000",-73752772,"29","I.S. 59 - QUEENS","Success Academy Charter School - Springfield Gardens - New York 6 - Q339 - Q059 - 84Q339 - 132-55 RIDGEDALE STREET"
"W/""303722739""","Classroom Closed",882450000,"30ee45e8-1f01-ec11-94ef-001dd8309519","8/28/2021","2021-08-28T04:00:00Z","048357","8/20/2021","2021-08-20T04:00:00Z","223 GRAHAM AVENUE","40,709,765.000000",40709765,"14eabc42-30f4-ea11-b882-24ee9a37d45c","Brooklyn",882450002,"-73,944,463.000000",-73944463,"14","I.S. 49 - BROOKLYN","Summer - HS Summer School - High School - Lyons Community School - K586 - K049 - 14K586 - 223 GRAHAM AVENUE"
"W/""303908806""","Classroom Closed",882450000,"2157ddf7-e001-ec11-94ef-001dd8309519","8/28/2021","2021-08-28T04:00:00Z","048388","8/21/2021","2021-08-21T04:00:00Z","1420 EAST  68 STREET","40,620,537.000000",40620537,"8b03194f-30f4-ea11-b882-24ee9a37d45c","Brooklyn",882450002,"-73,912,914.000000",-73912914,"22","I.S. 78 - BROOKLYN","Success Academy Charter School - Bergen Beach - New York 4 - K781 - K078 - 84K781 - 1420 EAST  68 STREET"
"W/""303903880""","Classroom Closed",882450000,"800e65d7-e101-ec11-94ef-001dd8309519","8/29/2021","2021-08-29T04:00:00Z","048389","8/21/2021","2021-08-21T04:00:00Z","965 LONGWOOD AVENUE","40,817,741.000000",40817741,"0203cefa-32f4-ea11-b882-24ee9a37d45c","Bronx",882450001,"-73,897,876.000000",-73897876,"8","NEW SCH FOR ARTS AND SCIENCE - X","Success Academy Charter School - Bronx 3 - X380 - X039 - 84X380 - 965 LONGWOOD AVENUE"
"W/""303282067""","Classroom Closed",882450000,"58bb6c22-dbfd-eb11-94ef-001dd830978c","8/22/2021","2021-08-22T04:00:00Z","048192","8/16/2021","2021-08-16T04:00:00Z","210-21 48 AVENUE","40,754,954.000000",40754954,"f6454b50-32f4-ea11-b882-24ee9a37d45c","Queens",882450003,"-73,770,314.000000",-73770314,"26","Bayside Hills School of Excellence","Summer - ES SUMMER RISING - Elementary - P.S. 376 - Q376 - Q332 - 26Q376 - 210-21 48 AVENUE"
"W/""302348345""","Classroom Closed",882450000,"eae5eb94-defd-eb11-94ef-001dd830978c","8/23/2021","2021-08-23T04:00:00Z","048199","8/16/2021","2021-08-16T04:00:00Z","6302 AVENUE U","40,615,494.000000",40615494,"5ba5db98-30f4-ea11-b882-24ee9a37d45c","Brooklyn",882450002,"-73,912,005.000000",-73912005,"22","P.S. 236 - BROOKLYN","DYCD - P.S. 236 Mill Basin - FY 22 Summer - 126003 - 7103 Avenue T"
"W/""302066234""","Classroom Closed",882450000,"1d66309f-e7fd-eb11-94ef-001dd830978c","8/22/2021","2021-08-22T04:00:00Z","048205","8/16/2021","2021-08-16T04:00:00Z","21 HINCKLEY PLACE","40,644,861.000000",40644861,"27a198c3-30f4-ea11-b882-24ee9a37d45c","Brooklyn",882450002,"-73,971,010.000000",-73971010,"15","P.S. 338 - Brooklyn","Summer - ES SUMMER RISING - Elementary - P.S. 889 - K889 - K338 - 22K889 - 21 HINCKLEY PLACE"
"W/""302827854""","Classroom Closed",882450000,"33d06ec7-86fe-eb11-94ef-001dd830978c","8/21/2021","2021-08-21T04:00:00Z","048212","8/17/2021","2021-08-17T04:00:00Z","71 LINCOLN PLACE","40,677,149.000000",40677149,"2d217b48-4afb-ea11-b883-24ee9a37d459",,,"-73,977,546.000000",-73977546,"13","LINCOLN CENTER","Park Slope Child Development Center - HOC - KBUV - KBLJ -  - 71 LINCOLN PLACE"
"W/""302827858""","Classroom Closed",882450000,"8c7ea357-89fe-eb11-94ef-001dd830978c","8/23/2021","2021-08-23T04:00:00Z","048213","8/17/2021","2021-08-17T04:00:00Z","1771 POPHAM AVENUE","40,851,661.000000",40851661,"480d6d19-33f4-ea11-b882-24ee9a37d45c","Bronx",882450001,"-73,918,991.000000",-73918991,"9","P.S. 109 - BRONX","Summer - ES SUMMER RISING - Elementary - P.S. 109 Sedgwick - X109 - X109 - 09X109 - 1771 POPHAM AVENUE"
"W/""303235849""","Classroom Closed",882450000,"3403db98-94fe-eb11-94ef-001dd830978c","8/23/2021","2021-08-23T04:00:00Z","048223","8/17/2021","2021-08-17T04:00:00Z","75-21 Main Street","40,723,560.000000",40723560,"87edfc72-4afb-ea11-b883-24ee9a37d459",,,"-73,820,134.000000",-73820134,"25","Ohr Osher And Yaffa","Ohr Osher And Yaffa - QBHQ - QBHQ -  - 75-21 Main Street"
